62	141		
500			
	1.9	6.27E+04	5.18E-08
	2	5.08E+04	5.77E-08
	2.1	4.16E+04	6.39E-08
	2.2	3.44E+04	7.03E-08
	2.3	2.86E+04	7.71E-08
	2.4	2.40E+04	8.42E-08
	2.5	2.03E+04	9.15E-08
	2.6	1.72E+04	9.92E-08
	2.7	1.47E+04	1.07E-07
	2.8	1.26E+04	1.15E-07
	2.9	1.09E+04	1.24E-07
	3	9.44E+03	1.33E-07
	3.1	8.21E+03	1.42E-07
	3.2	7.17E+03	1.52E-07
	3.3	6.29E+03	1.61E-07
	3.4	5.54E+03	1.71E-07
	3.5	4.89E+03	1.82E-07
	3.6	4.32E+03	1.92E-07
	3.7	3.84E+03	2.03E-07
	3.8	3.42E+03	2.14E-07
	3.9	3.05E+03	2.26E-07
	4	2.73E+03	2.37E-07
	4.1	2.44E+03	2.49E-07
	4.2	2.20E+03	2.62E-07
	4.3	1.98E+03	2.74E-07
	4.4	1.78E+03	2.87E-07
	4.5	1.61E+03	3.00E-07
	4.6	1.46E+03	3.14E-07
	4.7	1.32E+03	3.27E-07
	4.8	1.20E+03	3.41E-07
	4.9	1.09E+03	3.55E-07
	5	9.91E+02	3.70E-07
	5.1	9.03E+02	3.84E-07
	5.2	8.24E+02	3.99E-07
	5.3	7.53E+02	4.14E-07
	5.4	6.89E+02	4.30E-07
	5.5	6.31E+02	4.45E-07
	5.6	5.78E+02	4.61E-07
	5.7	5.30E+02	4.77E-07
	5.8	4.87E+02	4.94E-07
	5.9	4.47E+02	5.10E-07
	6	4.12E+02	5.27E-07
	6.1	3.79E+02	5.44E-07
	6.2	3.49E+02	5.61E-07
	6.3	3.22E+02	5.79E-07
	6.4	2.97E+02	5.97E-07
	6.5	2.74E+02	6.15E-07
	6.6	2.53E+02	6.33E-07
	6.7	2.34E+02	6.51E-07
	6.8	2.16E+02	6.70E-07
	6.9	2.00E+02	6.88E-07
	7	1.85E+02	7.07E-07
	7.1	1.72E+02	7.27E-07
	7.2	1.59E+02	7.46E-07
	7.3	1.48E+02	7.66E-07
	7.4	1.37E+02	7.85E-07
	7.5	1.27E+02	8.05E-07
	7.6	1.18E+02	8.26E-07
	7.7	1.10E+02	8.46E-07
	7.8	1.02E+02	8.66E-07
	7.9	9.46E+01	8.87E-07
	8	8.79E+01	9.08E-07
	8.1	8.17E+01	9.29E-07
	8.2	7.60E+01	9.50E-07
	8.3	7.07E+01	9.71E-07
	8.4	6.58E+01	9.93E-07
	8.5	6.12E+01	1.01E-06
	8.6	5.70E+01	1.04E-06
	8.7	5.31E+01	1.06E-06
	8.8	4.94E+01	1.08E-06
	8.9	4.60E+01	1.10E-06
	9	4.29E+01	1.12E-06
	9.1	3.99E+01	1.15E-06
	9.2	3.72E+01	1.17E-06
	9.3	3.47E+01	1.19E-06
	9.4	3.23E+01	1.22E-06
	9.5	3.01E+01	1.24E-06
	9.6	2.81E+01	1.26E-06
	9.7	2.62E+01	1.28E-06
	9.8	2.44E+01	1.31E-06
	9.9	2.27E+01	1.33E-06
	10	2.12E+01	1.35E-06
	10.1	1.98E+01	1.38E-06
	10.2	1.84E+01	1.40E-06
	10.3	1.72E+01	1.42E-06
	10.4	1.60E+01	1.45E-06
	10.5	1.49E+01	1.47E-06
	10.6	1.39E+01	1.49E-06
	10.7	1.30E+01	1.52E-06
	10.8	1.21E+01	1.54E-06
	10.9	1.12E+01	1.56E-06
	11	1.05E+01	1.59E-06
	11.1	9.76E+00	1.61E-06
	11.2	9.09E+00	1.64E-06
	11.3	8.47E+00	1.66E-06
	11.4	7.88E+00	1.68E-06
	11.5	7.34E+00	1.71E-06
	11.6	6.83E+00	1.73E-06
	11.7	6.36E+00	1.75E-06
	11.8	5.92E+00	1.77E-06
	11.9	5.51E+00	1.80E-06
	12	5.12E+00	1.82E-06
	12.1	4.76E+00	1.84E-06
	12.2	4.43E+00	1.87E-06
	12.3	4.11E+00	1.89E-06
	12.4	3.82E+00	1.91E-06
	12.5	3.55E+00	1.93E-06
	12.6	3.30E+00	1.95E-06
	12.7	3.06E+00	1.98E-06
	12.8	2.84E+00	2.00E-06
	12.9	2.64E+00	2.02E-06
	13	2.45E+00	2.04E-06
	13.1	2.27E+00	2.06E-06
	13.2	2.10E+00	2.08E-06
	13.3	1.95E+00	2.10E-06
	13.4	1.80E+00	2.12E-06
	13.5	1.67E+00	2.14E-06
	13.6	1.55E+00	2.16E-06
	13.7	1.43E+00	2.17E-06
	13.8	1.32E+00	2.19E-06
	13.9	1.22E+00	2.21E-06
	14	1.13E+00	2.22E-06
	14.1	1.04E+00	2.24E-06
	14.2	9.61E-01	2.26E-06
	14.3	8.86E-01	2.27E-06
	14.4	8.16E-01	2.28E-06
	14.5	7.52E-01	2.30E-06
	14.6	6.92E-01	2.31E-06
	14.7	6.37E-01	2.32E-06
	14.8	5.86E-01	2.33E-06
	14.9	5.38E-01	2.34E-06
	15	4.94E-01	2.35E-06
700			
	1	7.24E+05	1.55E-08
	1.1	4.93E+05	1.91E-08
	1.2	3.47E+05	2.30E-08
	1.3	2.51E+05	2.72E-08
	1.4	1.86E+05	3.18E-08
	1.5	1.41E+05	3.68E-08
	1.6	1.08E+05	4.22E-08
	1.7	8.45E+04	4.79E-08
	1.8	6.69E+04	5.40E-08
	1.9	5.37E+04	6.04E-08
	2	4.35E+04	6.72E-08
	2.1	3.56E+04	7.43E-08
	2.2	2.93E+04	8.18E-08
	2.3	2.44E+04	8.97E-08
	2.4	2.04E+04	9.79E-08
	2.5	1.72E+04	1.06E-07
	2.6	1.46E+04	1.15E-07
	2.7	1.25E+04	1.25E-07
	2.8	1.07E+04	1.34E-07
	2.9	9.22E+03	1.44E-07
	3	7.98E+03	1.54E-07
	3.1	6.94E+03	1.65E-07
	3.2	6.05E+03	1.76E-07
	3.3	5.30E+03	1.87E-07
	3.4	4.66E+03	1.99E-07
	3.5	4.10E+03	2.11E-07
	3.6	3.63E+03	2.23E-07
	3.7	3.22E+03	2.35E-07
	3.8	2.86E+03	2.48E-07
	3.9	2.55E+03	2.61E-07
	4	2.27E+03	2.75E-07
	4.1	2.03E+03	2.89E-07
	4.2	1.82E+03	3.03E-07
	4.3	1.64E+03	3.17E-07
	4.4	1.47E+03	3.32E-07
	4.5	1.33E+03	3.47E-07
	4.6	1.20E+03	3.62E-07
	4.7	1.09E+03	3.78E-07
	4.8	9.83E+02	3.94E-07
	4.9	8.91E+02	4.10E-07
	5	8.09E+02	4.27E-07
	5.1	7.36E+02	4.44E-07
	5.2	6.70E+02	4.61E-07
	5.3	6.11E+02	4.78E-07
	5.4	5.57E+02	4.96E-07
	5.5	5.09E+02	5.13E-07
	5.6	4.65E+02	5.32E-07
	5.7	4.26E+02	5.50E-07
	5.8	3.90E+02	5.69E-07
	5.9	3.57E+02	5.88E-07
	6	3.28E+02	6.07E-07
	6.1	3.01E+02	6.26E-07
	6.2	2.76E+02	6.46E-07
	6.3	2.54E+02	6.66E-07
	6.4	2.34E+02	6.86E-07
	6.5	2.15E+02	7.07E-07
	6.6	1.98E+02	7.27E-07
	6.7	1.83E+02	7.48E-07
	6.8	1.68E+02	7.69E-07
	6.9	1.55E+02	7.91E-07
	7	1.43E+02	8.12E-07
	7.1	1.32E+02	8.34E-07
	7.2	1.22E+02	8.56E-07
	7.3	1.13E+02	8.78E-07
	7.4	1.04E+02	9.01E-07
	7.5	9.64E+01	9.23E-07
	7.6	8.92E+01	9.46E-07
	7.7	8.25E+01	9.69E-07
	7.8	7.63E+01	9.92E-07
	7.9	7.07E+01	1.02E-06
	8	6.54E+01	1.04E-06
	8.1	6.06E+01	1.06E-06
	8.2	5.61E+01	1.09E-06
	8.3	5.20E+01	1.11E-06
	8.4	4.82E+01	1.13E-06
	8.5	4.46E+01	1.16E-06
	8.6	4.14E+01	1.18E-06
	8.7	3.83E+01	1.21E-06
	8.8	3.55E+01	1.23E-06
	8.9	3.29E+01	1.26E-06
	9	3.05E+01	1.28E-06
	9.1	2.83E+01	1.31E-06
	9.2	2.63E+01	1.33E-06
	9.3	2.43E+01	1.36E-06
	9.4	2.26E+01	1.38E-06
	9.5	2.09E+01	1.41E-06
	9.6	1.94E+01	1.43E-06
	9.7	1.80E+01	1.46E-06
	9.8	1.67E+01	1.48E-06
	9.9	1.55E+01	1.51E-06
	10	1.43E+01	1.53E-06
	10.1	1.33E+01	1.56E-06
	10.2	1.23E+01	1.58E-06
	10.3	1.14E+01	1.61E-06
	10.4	1.06E+01	1.63E-06
	10.5	9.78E+00	1.66E-06
	10.6	9.06E+00	1.68E-06
	10.7	8.39E+00	1.71E-06
	10.8	7.77E+00	1.73E-06
	10.9	7.19E+00	1.76E-06
	11	6.65E+00	1.78E-06
	11.1	6.15E+00	1.81E-06
	11.2	5.69E+00	1.83E-06
	11.3	5.26E+00	1.86E-06
	11.4	4.86E+00	1.88E-06
	11.5	4.50E+00	1.91E-06
	11.6	4.15E+00	1.93E-06
	11.7	3.83E+00	1.95E-06
	11.8	3.54E+00	1.98E-06
	11.9	3.27E+00	2.00E-06
	12	3.01E+00	2.02E-06
	12.1	2.78E+00	2.04E-06
	12.2	2.56E+00	2.07E-06
	12.3	2.36E+00	2.09E-06
	12.4	2.17E+00	2.11E-06
	12.5	2.00E+00	2.13E-06
	12.6	1.84E+00	2.15E-06
	12.7	1.69E+00	2.17E-06
	12.8	1.56E+00	2.19E-06
	12.9	1.43E+00	2.21E-06
	13	1.31E+00	2.22E-06
	13.1	1.20E+00	2.24E-06
	13.2	1.10E+00	2.26E-06
	13.3	1.01E+00	2.27E-06
	13.4	9.27E-01	2.29E-06
	13.5	8.48E-01	2.30E-06
	13.6	7.76E-01	2.31E-06
	13.7	7.09E-01	2.32E-06
	13.8	6.47E-01	2.33E-06
	13.9	5.91E-01	2.34E-06
	14	5.38E-01	2.35E-06
	14.1	4.91E-01	2.36E-06
	14.2	4.46E-01	2.36E-06
	14.3	4.06E-01	2.37E-06
	14.4	3.69E-01	2.37E-06
	14.5	3.35E-01	2.37E-06
	14.6	3.04E-01	2.37E-06
	14.7	2.75E-01	2.37E-06
	14.8	2.49E-01	2.36E-06
	14.9	2.25E-01	2.35E-06
	15	2.03E-01	2.34E-06
750			
	1	6.29E+05	1.80E-08
	1.1	4.28E+05	2.21E-08
	1.2	3.01E+05	2.65E-08
	1.3	2.18E+05	3.15E-08
	1.4	1.61E+05	3.68E-08
	1.5	1.22E+05	4.25E-08
