14	66
550.000000000000
    2.00   0.12894E+07   0.17614E-07
    2.20   0.87651E+06   0.26353E-07
    2.40   0.61435E+06   0.36339E-07
    2.60   0.44159E+06   0.47488E-07
    2.80   0.32418E+06   0.59721E-07
    3.00   0.24225E+06   0.72962E-07
    3.20   0.18380E+06   0.87139E-07
    3.40   0.14127E+06   0.10219E-06
    3.60   0.10982E+06   0.11804E-06
    3.80   0.86201E+05   0.13465E-06
    4.00   0.68242E+05   0.15195E-06
    4.20   0.54430E+05   0.16988E-06
    4.40   0.43698E+05   0.18841E-06
    4.60   0.35285E+05   0.20747E-06
    4.80   0.28636E+05   0.22702E-06
    5.00   0.23345E+05   0.24701E-06
    5.20   0.19106E+05   0.26739E-06
    5.40   0.15691E+05   0.28811E-06
    5.60   0.12926E+05   0.30911E-06
    5.80   0.10677E+05   0.33035E-06
    6.00   0.88396E+04   0.35178E-06
    6.20   0.73334E+04   0.37332E-06
    6.40   0.60945E+04   0.39494E-06
    6.60   0.50726E+04   0.41656E-06
    6.80   0.42274E+04   0.43812E-06
    7.00   0.35269E+04   0.45955E-06
    7.20   0.29451E+04   0.48079E-06
    7.40   0.24611E+04   0.50175E-06
    7.60   0.20578E+04   0.52237E-06
    7.80   0.17213E+04   0.54256E-06
    8.00   0.14404E+04   0.56224E-06
    8.20   0.12056E+04   0.58133E-06
    8.40   0.10092E+04   0.59974E-06
    8.60   0.84492E+03   0.61739E-06
    8.80   0.70741E+03   0.63420E-06
    9.00   0.59231E+03   0.65008E-06
    9.20   0.49595E+03   0.66498E-06
    9.40   0.41530E+03   0.67885E-06
    9.60   0.34781E+03   0.69164E-06
    9.80   0.29135E+03   0.70335E-06
   10.00   0.24415E+03   0.71400E-06
   10.20   0.20469E+03   0.72366E-06
   10.40   0.17174E+03   0.73245E-06
   10.60   0.14422E+03   0.74055E-06
   10.80   0.12127E+03   0.74824E-06
   11.00   0.10213E+03   0.75585E-06
   11.20   0.86176E+02   0.76382E-06
   11.40   0.72888E+02   0.77270E-06
   11.60   0.61822E+02   0.78311E-06
   11.80   0.52608E+02   0.79577E-06
   12.00   0.44934E+02   0.81143E-06
   12.20   0.38540E+02   0.83089E-06
   12.40   0.33209E+02   0.85490E-06
   12.60   0.28758E+02   0.88415E-06
   12.80   0.25035E+02   0.91917E-06
   13.00   0.21913E+02   0.96034E-06
   13.20   0.19287E+02   0.10078E-05
   13.40   0.17070E+02   0.10614E-05
   13.60   0.15188E+02   0.11209E-05
   13.80   0.13582E+02   0.11856E-05
   14.00   0.12204E+02   0.12548E-05
   14.20   0.11012E+02   0.13277E-05
   14.40   0.99732E+01   0.14034E-05
   14.60   0.90614E+01   0.14810E-05
   14.80   0.82545E+01   0.15595E-05
   15.00   0.75347E+01   0.16381E-05
600.00000
    2.00   0.10772E+07   0.25332E-07
    2.20   0.72987E+06   0.36111E-07
    2.40   0.50965E+06   0.48272E-07
    2.60   0.36479E+06   0.61712E-07
    2.80   0.26653E+06   0.76335E-07
    3.00   0.19814E+06   0.92050E-07
    3.20   0.14948E+06   0.10877E-06
    3.40   0.11420E+06   0.12643E-06
    3.60   0.88191E+05   0.14493E-06
    3.80   0.68746E+05   0.16423E-06
    4.00   0.54023E+05   0.18424E-06
    4.20   0.42753E+05   0.20490E-06
    4.40   0.34043E+05   0.22615E-06
    4.60   0.27252E+05   0.24792E-06
    4.80   0.21917E+05   0.27015E-06
    5.00   0.17699E+05   0.29278E-06
    5.20   0.14343E+05   0.31574E-06
    5.40   0.11658E+05   0.33896E-06
    5.60   0.95015E+04   0.36237E-06
    5.80   0.77611E+04   0.38590E-06
    6.00   0.63517E+04   0.40946E-06
    6.20   0.52067E+04   0.43299E-06
    6.40   0.42738E+04   0.45638E-06
    6.60   0.35119E+04   0.47956E-06
    6.80   0.28884E+04   0.50242E-06
    7.00   0.23772E+04   0.52487E-06
    7.20   0.19575E+04   0.54681E-06
    7.40   0.16126E+04   0.56812E-06
    7.60   0.13287E+04   0.58871E-06
    7.80   0.10950E+04   0.60845E-06
    8.00   0.90249E+03   0.62725E-06
    8.20   0.74386E+03   0.64501E-06
    8.40   0.61315E+03   0.66162E-06
    8.60   0.50543E+03   0.67702E-06
    8.80   0.41670E+03   0.69116E-06
    9.00   0.34363E+03   0.70402E-06
    9.20   0.28348E+03   0.71562E-06
    9.40   0.23401E+03   0.72605E-06
    9.60   0.19334E+03   0.73549E-06
    9.80   0.15992E+03   0.74418E-06
   10.00   0.13250E+03   0.75249E-06
   10.20   0.10999E+03   0.76092E-06
   10.40   0.91544E+02   0.77008E-06
   10.60   0.76423E+02   0.78075E-06
   10.80   0.64035E+02   0.79379E-06
   11.00   0.53884E+02   0.81019E-06
   11.20   0.45563E+02   0.83095E-06
   11.40   0.38735E+02   0.85706E-06
   11.60   0.33125E+02   0.88940E-06
   11.80   0.28504E+02   0.92867E-06
   12.00   0.24688E+02   0.97529E-06
   12.20   0.21523E+02   0.10294E-05
   12.40   0.18885E+02   0.10907E-05
   12.60   0.16673E+02   0.11586E-05
   12.80   0.14806E+02   0.12324E-05
   13.00   0.13216E+02   0.13109E-05
   13.20   0.11852E+02   0.13930E-05
   13.40   0.10670E+02   0.14776E-05
   13.60   0.96367E+01   0.15633E-05
   13.80   0.87242E+01   0.16493E-05
   14.00   0.79115E+01   0.17345E-05
   14.20   0.71818E+01   0.18181E-05
   14.40   0.65218E+01   0.18996E-05
   14.60   0.59212E+01   0.19783E-05
   14.80   0.53719E+01   0.20539E-05
   15.00   0.48676E+01   0.21260E-05
650.00000
    2.00   0.91063E+06   0.34032E-07
    2.20   0.61477E+06   0.46973E-07
    2.40   0.42746E+06   0.61423E-07
    2.60   0.30451E+06   0.77260E-07
    2.80   0.22132E+06   0.94369E-07
    3.00   0.16359E+06   0.11265E-06
    3.20   0.12265E+06   0.13199E-06
    3.40   0.93075E+05   0.15231E-06
    3.60   0.71366E+05   0.17352E-06
    3.80   0.55208E+05   0.19554E-06
    4.00   0.43036E+05   0.21827E-06
    4.20   0.33770E+05   0.24165E-06
    4.40   0.26649E+05   0.26559E-06
    4.60   0.21133E+05   0.29001E-06
    4.80   0.16829E+05   0.31483E-06
    5.00   0.13450E+05   0.33996E-06
    5.20   0.10783E+05   0.36531E-06
    5.40   0.86670E+04   0.39078E-06
    5.60   0.69815E+04   0.41628E-06
    5.80   0.56339E+04   0.44171E-06
    6.00   0.45531E+04   0.46695E-06
    6.20   0.36840E+04   0.49189E-06
    6.40   0.29835E+04   0.51640E-06
    6.60   0.24179E+04   0.54036E-06
    6.80   0.19605E+04   0.56364E-06
    7.00   0.15901E+04   0.58609E-06
    7.20   0.12900E+04   0.60758E-06
    7.40   0.10467E+04   0.62798E-06
    7.60   0.84926E+03   0.64715E-06
    7.80   0.68913E+03   0.66499E-06
    8.00   0.55924E+03   0.68139E-06
    8.20   0.45392E+03   0.69631E-06
    8.40   0.36855E+03   0.70973E-06
    8.60   0.29941E+03   0.72172E-06
    8.80   0.24344E+03   0.73243E-06
    9.00   0.19817E+03   0.74213E-06
    9.20   0.16159E+03   0.75122E-06
    9.40   0.13205E+03   0.76028E-06
    9.60   0.10822E+03   0.77005E-06
    9.80   0.88999E+02   0.78147E-06
   10.00   0.73502E+02   0.79565E-06
   10.20   0.61008E+02   0.81381E-06
   10.40   0.50929E+02   0.83723E-06
   10.60   0.42789E+02   0.86715E-06
   10.80   0.36201E+02   0.90464E-06
   11.00   0.30855E+02   0.95047E-06
   11.20   0.26500E+02   0.10050E-05
   11.40   0.22933E+02   0.10682E-05
   11.60   0.19993E+02   0.11395E-05
   11.80   0.17551E+02   0.12180E-05
   12.00   0.15504E+02   0.13023E-05
   12.20   0.13771E+02   0.13911E-05
   12.40   0.12289E+02   0.14827E-05
   12.60   0.11006E+02   0.15758E-05
   12.80   0.98848E+01   0.16690E-05
   13.00   0.88940E+01   0.17612E-05
   13.20   0.80103E+01   0.18512E-05
   13.40   0.72159E+01   0.19385E-05
   13.60   0.64969E+01   0.20223E-05
   13.80   0.58429E+01   0.21023E-05
   14.00   0.52457E+01   0.21780E-05
   14.20   0.46992E+01   0.22491E-05
   14.40   0.41986E+01   0.23156E-05
   14.60   0.37401E+01   0.23771E-05
   14.80   0.33206E+01   0.24335E-05
   15.00   0.29375E+01   0.24846E-05
700.00000
    2.00   0.77744E+06   0.43657E-07
    2.20   0.52269E+06   0.58867E-07
    2.40   0.36174E+06   0.75704E-07
    2.60   0.25635E+06   0.94026E-07
    2.80   0.18524E+06   0.11370E-06
    3.00   0.13607E+06   0.13461E-06
    3.20   0.10133E+06   0.15663E-06
    3.40   0.76335E+05   0.17966E-06
    3.60   0.58077E+05   0.20360E-06
    3.80   0.44559E+05   0.22834E-06
    4.00   0.34432E+05   0.25379E-06
    4.20   0.26770E+05   0.27984E-06
    4.40   0.20921E+05   0.30638E-06
    4.60   0.16422E+05   0.33333E-06
    4.80   0.12939E+05   0.36056E-06
    5.00   0.10226E+05   0.38795E-06
    5.20   0.81029E+04   0.41540E-06
    5.40   0.64341E+04   0.44276E-06
    5.60   0.51177E+04   0.46991E-06
    5.80   0.40761E+04   0.49669E-06
    6.00   0.32498E+04   0.52295E-06
    6.20   0.25929E+04   0.54854E-06
    6.40   0.20698E+04   0.57328E-06
    6.60   0.16528E+04   0.59701E-06
    6.80   0.13201E+04   0.61956E-06
    7.00   0.10544E+04   0.64075E-06
    7.20   0.84227E+03   0.66045E-06
    7.40   0.67287E+03   0.67852E-06
    7.60   0.53763E+03   0.69488E-06
    7.80   0.42972E+03   0.70952E-06
    8.00   0.34368E+03   0.72249E-06
    8.20   0.27513E+03   0.73399E-06
    8.40   0.22057E+03   0.74435E-06
    8.60   0.17718E+03   0.75409E-06
    8.80   0.14271E+03   0.76398E-06
    9.00   0.11534E+03   0.77499E-06
    9.20   0.93631E+02   0.78837E-06
    9.40   0.76406E+02   0.80556E-06
    9.60   0.62738E+02   0.82812E-06
    9.80   0.51881E+02   0.85765E-06
   10.00   0.43240E+02   0.89556E-06
   10.20   0.36344E+02   0.94293E-06
   10.40   0.30816E+02   0.10004E-05
   10.60   0.26359E+02   0.10679E-05
   10.80   0.22740E+02   0.11448E-05
   11.00   0.19775E+02   0.12299E-05
   11.20   0.17319E+02   0.13217E-05
   11.40   0.15263E+02   0.14182E-05
   11.60   0.13518E+02   0.15177E-05
   11.80   0.12020E+02   0.16183E-05
   12.00   0.10717E+02   0.17184E-05
   12.20   0.95714E+01   0.18166E-05
   12.40   0.85534E+01   0.19120E-05
   12.60   0.76413E+01   0.20036E-05
   12.80   0.68188E+01   0.20908E-05
   13.00   0.60736E+01   0.21731E-05
   13.20   0.53965E+01   0.22502E-05
   13.40   0.47805E+01   0.23219E-05
   13.60   0.42201E+01   0.23877E-05
   13.80   0.37110E+01   0.24476E-05
   14.00   0.32495E+01   0.25013E-05
   14.20   0.28325E+01   0.25486E-05
   14.40   0.24573E+01   0.25891E-05
   14.60   0.21211E+01   0.26225E-05
   14.80   0.18214E+01   0.26484E-05
   15.00   0.15558E+01   0.26666E-05
750.00000
    2.00   0.66919E+06   0.54153E-07
    2.20   0.44787E+06   0.71723E-07
    2.40   0.30837E+06   0.91031E-07
    2.60   0.21728E+06   0.11191E-06
    2.80   0.15603E+06   0.13422E-06
    3.00   0.11383E+06   0.15781E-06
    3.20   0.84151E+05   0.18255E-06
    3.40   0.62900E+05   0.20831E-06
    3.60   0.47456E+05   0.23497E-06
    3.80   0.36088E+05   0.26241E-06
    4.00   0.27625E+05   0.29051E-06
    4.20   0.21265E+05   0.31913E-06
    4.40   0.16446E+05   0.34814E-06
    4.60   0.12768E+05   0.37741E-06
    4.80   0.99446E+04   0.40679E-06
    5.00   0.77656E+04   0.43613E-06
    5.20   0.60765E+04   0.46526E-06
    5.40   0.47624E+04   0.49400E-06
    5.60   0.37371E+04   0.52218E-06
    5.80   0.29350E+04   0.54958E-06
    6.00   0.23064E+04   0.57602E-06
    6.20   0.18131E+04   0.60128E-06
    6.40   0.14256E+04   0.62515E-06
    6.60   0.11210E+04   0.64744E-06
    6.80   0.88154E+03   0.66796E-06
    7.00   0.69332E+03   0.68658E-06
    7.20   0.54544E+03   0.70323E-06
    7.40   0.42933E+03   0.71793E-06
    7.60   0.33825E+03   0.73083E-06
    7.80   0.26686E+03   0.74227E-06
    8.00   0.21098E+03   0.75282E-06
    8.20   0.16728E+03   0.76333E-06
    8.40   0.13314E+03   0.77496E-06
    8.60   0.10648E+03   0.78919E-06
    8.80   0.85677E+02   0.80777E-06
    9.00   0.69429E+02   0.83264E-06
    9.20   0.56726E+02   0.86572E-06
    9.40   0.46771E+02   0.90870E-06
    9.60   0.38941E+02   0.96277E-06
    9.80   0.32750E+02   0.10285E-05
   10.00   0.27818E+02   0.11055E-05
   10.20   0.23854E+02   0.11927E-05
   10.40   0.20632E+02   0.12884E-05
   10.60   0.17980E+02   0.13904E-05
   10.80   0.15766E+02   0.14964E-05
   11.00   0.13891E+02   0.16042E-05
   11.20   0.12280E+02   0.17117E-05
   11.40   0.10878E+02   0.18172E-05
   11.60   0.96431E+01   0.19195E-05
   11.80   0.85453E+01   0.20173E-05
   12.00   0.75621E+01   0.21101E-05
   12.20   0.66770E+01   0.21972E-05
   12.40   0.58780E+01   0.22781E-05
   12.60   0.51558E+01   0.23527E-05
   12.80   0.45035E+01   0.24205E-05
   13.00   0.39156E+01   0.24813E-05
   13.20   0.33873E+01   0.25348E-05
   13.40   0.29146E+01   0.25807E-05
   13.60   0.24937E+01   0.26186E-05
   13.80   0.21211E+01   0.26480E-05
   14.00   0.17932E+01   0.26685E-05
   14.20   0.15066E+01   0.26796E-05
   14.40   0.12580E+01   0.26807E-05
   14.60   0.10440E+01   0.26715E-05
   14.80   0.86123E+00   0.26520E-05
   15.00   0.70654E+00   0.26223E-05
800.00000
    2.00   0.57997E+06   0.65467E-07
    2.20   0.38623E+06   0.85479E-07
    2.40   0.26446E+06   0.10733E-06
    2.60   0.18519E+06   0.13083E-06
    2.80   0.13210E+06   0.15582E-06
    3.00   0.95670E+05   0.18212E-06
    3.20   0.70168E+05   0.20959E-06
    3.40   0.52008E+05   0.23808E-06
    3.60   0.38888E+05   0.26744E-06
    3.80   0.29291E+05   0.29751E-06
    4.00   0.22197E+05   0.32815E-06
    4.20   0.16905E+05   0.35919E-06
    4.40   0.12928E+05   0.39045E-06
    4.60   0.99197E+04   0.42178E-06
    4.80   0.76314E+04   0.45295E-06
    5.00   0.58830E+04   0.48378E-06
    5.20   0.45421E+04   0.51405E-06
    5.40   0.35106E+04   0.54351E-06
    5.60   0.27154E+04   0.57192E-06
    5.80   0.21013E+04   0.59904E-06
    6.00   0.16264E+04   0.62461E-06
    6.20   0.12590E+04   0.64840E-06
    6.40   0.97469E+03   0.67017E-06
    6.60   0.75468E+03   0.68979E-06
    6.80   0.58454E+03   0.70716E-06
    7.00   0.45306E+03   0.72234E-06
    7.20   0.35157E+03   0.73557E-06
    7.40   0.27331E+03   0.74734E-06
    7.60   0.21305E+03   0.75846E-06
    7.80   0.16669E+03   0.77012E-06
    8.00   0.13107E+03   0.78392E-06
    8.20   0.10371E+03   0.80185E-06
    8.40   0.82688E+02   0.82619E-06
    8.60   0.66523E+02   0.85929E-06
    8.80   0.54062E+02   0.90327E-06
    9.00   0.44420E+02   0.95972E-06
    9.20   0.36915E+02   0.10294E-05
    9.40   0.31026E+02   0.11118E-05
    9.60   0.26357E+02   0.12058E-05
    9.80   0.22608E+02   0.13092E-05
   10.00   0.19553E+02   0.14193E-05
   10.20   0.17023E+02   0.15332E-05
   10.40   0.14893E+02   0.16484E-05
   10.60   0.13072E+02   0.17625E-05
   10.80   0.11493E+02   0.18736E-05
   11.00   0.10106E+02   0.19803E-05
   11.20   0.88770E+01   0.20815E-05
   11.40   0.77802E+01   0.21764E-05
   11.60   0.67974E+01   0.22645E-05
   11.80   0.59153E+01   0.23453E-05
   12.00   0.51239E+01   0.24185E-05
   12.20   0.44152E+01   0.24837E-05
   12.40   0.37829E+01   0.25406E-05
   12.60   0.32214E+01   0.25888E-05
   12.80   0.27256E+01   0.26278E-05
   13.00   0.22906E+01   0.26571E-05
   13.20   0.19117E+01   0.26761E-05
   13.40   0.15843E+01   0.26841E-05
   13.60   0.13037E+01   0.26806E-05
   13.80   0.10654E+01   0.26653E-05
   14.00   0.86502E+00   0.26383E-05
   14.20   0.69816E+00   0.26003E-05
   14.40   0.56075E+00   0.25535E-05
   14.60   0.44892E+00   0.25018E-05
   14.80   0.35904E+00   0.24520E-05
   15.00   0.28777E+00   0.24144E-05
850.00000
    2.00   0.50557E+06   0.77549E-07
    2.20   0.33488E+06   0.10007E-06
    2.40   0.22792E+06   0.12453E-06
    2.60   0.15856E+06   0.15070E-06
    2.80   0.11229E+06   0.17840E-06
    3.00   0.80688E+05   0.20744E-06
    3.20   0.58684E+05   0.23763E-06
    3.40   0.43106E+05   0.26881E-06
    3.60   0.31924E+05   0.30079E-06
    3.80   0.23802E+05   0.33339E-06
    4.00   0.17844E+05   0.36641E-06
    4.20   0.13436E+05   0.39965E-06
    4.40   0.10153E+05   0.43289E-06
    4.60   0.76932E+04   0.46588E-06
    4.80   0.58413E+04   0.49839E-06
    5.00   0.44417E+04   0.53013E-06
    5.20   0.33810E+04   0.56083E-06
    5.40   0.25752E+04   0.59018E-06
    5.60   0.19621E+04   0.61789E-06
    5.80   0.14952E+04   0.64366E-06
    6.00   0.11395E+04   0.66722E-06
    6.20   0.86854E+03   0.68837E-06
    6.40   0.66225E+03   0.70700E-06
    6.60   0.50534E+03   0.72316E-06
    6.80   0.38611E+03   0.73714E-06
    7.00   0.29565E+03   0.74953E-06
    7.20   0.22709E+03   0.76136E-06
    7.40   0.17522E+03   0.77413E-06
    7.60   0.13599E+03   0.78986E-06
    7.80   0.10635E+03   0.81106E-06
    8.00   0.83930E+02   0.84050E-06
    8.20   0.66951E+02   0.88094E-06
    8.40   0.54046E+02   0.93465E-06
    8.60   0.44185E+02   0.10030E-05
    8.80   0.36587E+02   0.10861E-05
    9.00   0.30671E+02   0.11828E-05
    9.20   0.26001E+02   0.12907E-05
    9.40   0.22255E+02   0.14068E-05
    9.60   0.19197E+02   0.15277E-05
    9.80   0.16653E+02   0.16502E-05
   10.00   0.14499E+02   0.17714E-05
   10.20   0.12646E+02   0.18892E-05
   10.40   0.11030E+02   0.20018E-05
   10.60   0.96068E+01   0.21080E-05
   10.80   0.83442E+01   0.22070E-05
   11.00   0.72198E+01   0.22980E-05
   11.20   0.62173E+01   0.23807E-05
   11.40   0.53245E+01   0.24546E-05
   11.60   0.45320E+01   0.25193E-05
   11.80   0.38317E+01   0.25744E-05
   12.00   0.32166E+01   0.26193E-05
   12.20   0.26800E+01   0.26533E-05
   12.40   0.22157E+01   0.26759E-05
   12.60   0.18174E+01   0.26862E-05
   12.80   0.14788E+01   0.26837E-05
   13.00   0.11939E+01   0.26678E-05
   13.20   0.95683E+00   0.26387E-05
   13.40   0.76175E+00   0.25973E-05
   13.60   0.60322E+00   0.25462E-05
   13.80   0.47610E+00   0.24908E-05
   14.00   0.37562E+00   0.24398E-05
   14.20   0.29743E+00   0.24071E-05
   14.40   0.23759E+00   0.24109E-05
   14.60   0.19263E+00   0.24727E-05
   14.80   0.15948E+00   0.26110E-05
   15.00   0.13553E+00   0.28348E-05
900.00000
    2.00   0.44287E+06   0.90353E-07
    2.20   0.29167E+06   0.11545E-06
    2.40   0.19724E+06   0.14256E-06
    2.60   0.13625E+06   0.17143E-06
    2.80   0.95749E+05   0.20186E-06
    3.00   0.68234E+05   0.23363E-06
    3.20   0.49184E+05   0.26652E-06
    3.40   0.35784E+05   0.30033E-06
    3.60   0.26232E+05   0.33484E-06
    3.80   0.19348E+05   0.36980E-06
    4.00   0.14339E+05   0.40499E-06
    4.20   0.10667E+05   0.44014E-06
    4.40   0.79590E+04   0.47496E-06
    4.60   0.59509E+04   0.50915E-06
    4.80   0.44561E+04   0.54239E-06
    5.00   0.33399E+04   0.57433E-06
    5.20   0.25048E+04   0.60461E-06
    5.40   0.18789E+04   0.63289E-06
    5.60   0.14096E+04   0.65883E-06
    5.80   0.10577E+04   0.68215E-06
    6.00   0.79381E+03   0.70268E-06
    6.20   0.59620E+03   0.72041E-06
    6.40   0.44837E+03   0.73560E-06
    6.60   0.33795E+03   0.74890E-06
    6.80   0.25559E+03   0.76144E-06
    7.00   0.19425E+03   0.77495E-06
    7.20   0.14861E+03   0.79184E-06
    7.40   0.11467E+03   0.81506E-06
    7.60   0.89415E+02   0.84794E-06
    7.80   0.70578E+02   0.89365E-06
    8.00   0.56470E+02   0.95471E-06
    8.20   0.45831E+02   0.10324E-05
    8.40   0.37727E+02   0.11262E-05
    8.60   0.31472E+02   0.12343E-05
    8.80   0.26564E+02   0.13535E-05
    9.00   0.22639E+02   0.14798E-05
    9.20   0.19436E+02   0.16093E-05
    9.40   0.16767E+02   0.17384E-05
    9.60   0.14503E+02   0.18644E-05
    9.80   0.12550E+02   0.19849E-05
   10.00   0.10846E+02   0.20985E-05
   10.20   0.93460E+01   0.22040E-05
   10.40   0.80195E+01   0.23007E-05
   10.60   0.68449E+01   0.23880E-05
   10.80   0.58062E+01   0.24654E-05
   11.00   0.48909E+01   0.25324E-05
   11.20   0.40889E+01   0.25885E-05
   11.40   0.33908E+01   0.26330E-05
   11.60   0.27881E+01   0.26651E-05
   11.80   0.22725E+01   0.26841E-05
   12.00   0.18359E+01   0.26890E-05
   12.20   0.14700E+01   0.26791E-05
   12.40   0.11670E+01   0.26543E-05
   12.60   0.91920E+00   0.26151E-05
   12.80   0.71928E+00   0.25638E-05
   13.00   0.56032E+00   0.25054E-05
   13.20   0.43589E+00   0.24492E-05
   13.40   0.34015E+00   0.24102E-05
   13.60   0.26784E+00   0.24095E-05
   13.80   0.21432E+00   0.24721E-05
   14.00   0.17554E+00   0.26205E-05
   14.20   0.14807E+00   0.28646E-05
   14.40   0.12901E+00   0.31941E-05
   14.60   0.11600E+00   0.35788E-05
   14.80   0.10714E+00   0.39795E-05
   15.00   0.10094E+00   0.43611E-05
950.00000
    2.00   0.38958E+06   0.10383E-06
    2.20   0.25500E+06   0.13155E-06
    2.40   0.17127E+06   0.16135E-06
    2.60   0.11743E+06   0.19296E-06
    2.80   0.81849E+05   0.22612E-06
    3.00   0.57816E+05   0.26059E-06
    3.20   0.41281E+05   0.29613E-06
    3.40   0.29731E+05   0.33247E-06
    3.60   0.21560E+05   0.36934E-06
    3.80   0.15720E+05   0.40647E-06
    4.00   0.11510E+05   0.44354E-06
    4.20   0.84540E+04   0.48022E-06
    4.40   0.62234E+04   0.51614E-06
    4.60   0.45884E+04   0.55093E-06
    4.80   0.33861E+04   0.58418E-06
    5.00   0.25001E+04   0.61547E-06
    5.20   0.18464E+04   0.64439E-06
    5.40   0.13637E+04   0.67056E-06
    5.60   0.10074E+04   0.69372E-06
